0	0
0	1
5	||
0	2
5	&&
0	3
7	&
0	4
7	|
0	5
3	6
0	7
6	<
2	8
0	9
12	(
12	)
0	10
2	11
2	12
1	13
0	14
12	{
1	15
0	16
12	}
0	17
4	/
0	18
4	+
0	19
4	-
0	20
4	*
